# Dataset A, B, C
-1.3315,   10.9014,   1.1436
-0.5606,   7.3681,   -1.8270
1.6215,   4.6597,   -2.9753
2.6608,   6.4414,   2.1405
0.8086,   5.0976,   -1.4717
2.4820,   5.8190,   0.0130
-0.1891,   4.9100,   3.9041
1.0829,   12.0376,   2.2363
1.3945,   7.0578,   -1.1274
1.2876,   7.9819,   -1.0478
1.7756,   9.1350,   -0.4427
0.8671,   8.4389,   1.0449
0.7868,   8.8378,   2.6598
0.6472,   4.5484,   3.4777
0.4462,   8.7487,   1.3160
-0.3602,   6.3125,   5.8854
-0.2422,   7.9864,   5.6440
1.2574,   9.5508,   1.6837
3.0604,   5.9765,   -0.9623
3.1338,   6.7123,   3.9874
1.4869,   10.5435,   1.7813
1.3551,   5.6477,   5.4234
1.2308,   9.8562,   8.6906
0.9776,   5.3571,   -0.8303
0.5707,   7.4741,   1.9109
1.7423,   9.2641,   0.6121
2.0226,   6.3147,   1.0898
1.5665,   7.9662,   7.1274
3.2319,   6.3327,   -2.3369
0.4546,   6.4206,   3.1649
0.5597,   10.7045,   -0.1398
-0.3365,   8.7397,   2.6467
-0.5377,   5.3266,   2.0793
0.2102,   9.0197,   -3.1532
0.9883,   5.5476,   -1.1426
1.3783,   8.7404,   2.7349
0.7628,   6.6972,   -0.1221
1.0207,   8.1293,   4.4427
0.8872,   6.9347,   -3.2508
0.6140,   9.5796,   -0.8165
1.1027,   9.1618,   2.3279
1.5999,   8.3223,   4.1881
1.3887,   4.2512,   5.0349
0.5571,   10.9311,   -1.8117
0.8502,   7.8894,   0.1636
1.7902,   7.9188,   0.7493
1.9825,   6.2733,   0.8936
1.2534,   8.8465,   -0.1205
-0.6620,   6.0161,   4.9103
0.1719,   7.5443,   -1.7316
1.7226,   9.6012,   -0.9384
2.0522,   6.3444,   4.2504
0.4450,   3.8594,   4.6344
1.0171,   8.3731,   2.5404
0.9429,   6.2736,   -4.4165
0.5692,   7.2345,   5.5586
0.2807,   7.8431,   0.5360
0.5429,   11.4531,   4.7830
1.6169,   5.9373,   1.3714
0.1407,   8.1679,   0.5291
0.1904,   8.8955,   3.3567
0.5623,   12.8179,   -0.3107
0.4151,   7.9122,   0.0106
2.3076,   7.9155,   1.4839
1.2877,   6.9274,   -0.0173
1.5678,   4.2520,   2.7658
2.1949,   9.7670,   8.8214
-0.0886,   5.7120,   -1.2289
1.3282,   5.7140,   3.5735
-0.2103,   8.5975,   8.9755
2.2857,   6.5064,   3.5025
0.7233,   10.4458,   6.8399
0.4567,   7.0801,   5.5062
1.7759,   7.6375,   -1.1166
1.2732,   3.7511,   3.2407
0.0749,   9.6716,   -2.7427
0.9169,   8.6043,   1.4865
1.2894,   6.4648,   -0.4439
0.9298,   13.3484,   4.2996
0.4833,   5.6068,   1.4036
-0.9887,   5.8826,   1.3119
1.2574,   9.2736,   2.5181
2.0047,   8.3983,   2.2964
1.6808,   8.1752,   3.5408
1.6943,   2.5102,   4.3472
-0.2732,   3.7881,   -1.1572
-1.6163,   7.5835,   2.5022
1.3736,   4.8781,   6.4641
0.7227,   5.3589,   5.4072
-0.3321,   7.9741,   0.9286
-0.0750,   6.8501,   1.7950
1.6821,   6.6868,   0.5011
1.5074,   8.3687,   -1.0264
2.1275,   6.3257,   -1.9954
0.6538,   4.6269,   0.6423
1.0254,   8.8401,   4.4571
0.6073,   8.6165,   4.5937
0.1373,   8.5958,   -0.6467
1.5388,   8.2908,   0.9927
1.4990,   7.1339,   2.0175
0.5341,   8.0796,   -0.8354
1.5639,   7.2465,   -1.4858
2.9640,   7.6780,   3.4386
1.4596,   8.5616,   -3.4895
-0.2339,   14.4334,   3.4375
2.1823,   8.0887,   -1.1368
1.8195,   7.2263,   -1.4590
0.6742,   9.0996,   0.6630
1.2825,   7.7822,   8.5346
1.4896,   7.0918,   3.1801
1.9381,   8.1021,   -0.3399
0.8667,   11.2133,   -0.3035
1.4509,   6.5443,   1.3156
0.8719,   4.8330,   3.1959
1.5503,   9.6879,   4.4888
2.6297,   7.5447,   4.4055
1.8531,   8.3717,   0.7511
-0.3353,   9.7527,   2.3970
1.0202,   7.5367,   -0.0002
0.8548,   10.1445,   -1.3685
1.1244,   3.8975,   -2.5788
-0.6116,   10.9356,   -0.0662
2.0879,   7.2608,   8.4454
1.8084,   8.2057,   2.5691
0.8002,   8.7288,   2.9118
-0.1009,   6.8206,   2.8555
1.2969,   6.5148,   4.0259
1.0607,   9.2039,   6.8010
1.7325,   8.3392,   5.1415
1.6195,   11.1835,   8.4665
1.9343,   6.8841,   2.6706
2.0595,   7.0159,   7.2639
0.6167,   9.5784,   8.6391
-0.6621,   8.8980,   0.8959
2.6209,   10.5716,   4.6569
-0.0012,   10.4014,   7.3163
-0.9198,   11.1973,   1.2858
0.8467,   8.5044,   3.3889
1.2396,   6.3742,   2.2396
0.6134,   6.3818,   -0.7893
1.6957,   4.4597,   4.7394
0.9942,   8.8422,   5.3126
0.8634,   7.8125,   0.6494
-0.0094,   6.8265,   -3.2908
0.6524,   7.4306,   -1.0832
3.5881,   8.3663,   2.0232
0.4160,   5.9398,   0.7463
2.3674,   9.7523,   8.8297
2.3151,   2.0174,   8.7856
1.3848,   8.5445,   1.2721
1.5232,   7.6064,   5.3156
1.3569,   9.3394,   -0.0271
1.4443,   9.8128,   1.3701
1.4062,   7.6473,   5.9774
1.5647,   7.5658,   2.9226
0.1187,   7.2345,   4.2526
1.1669,   7.7085,   -0.3500
0.6961,   8.3570,   -3.9372
-0.2148,   12.2939,   2.8572
1.0729,   7.4381,   -1.4639
1.8426,   8.2938,   1.7568
1.0546,   8.8871,   -1.9767
-0.6548,   8.2695,   7.4563
-1.0069,   9.2854,   0.7111
0.9102,   8.1465,   -4.0112
0.8639,   6.0619,   4.3813
0.7350,   5.8610,   1.7724
-0.1060,   6.8595,   -0.4136
0.9855,   6.7576,   1.6218
0.9960,   7.3149,   0.1171
1.3438,   4.3434,   1.7874
0.3579,   8.7539,   0.8755
0.5211,   7.1058,   1.0731
1.3012,   8.8924,   3.6196
0.9559,   5.8714,   4.5369
1.3637,   5.6822,   1.3939
0.3840,   8.3216,   -0.2690
1.7385,   4.7936,   3.2146
2.6997,   8.5229,   5.9167
1.4451,   7.0081,   1.5805
0.7584,   8.6071,   2.3962
2.5317,   11.8165,   2.6401
0.6756,   8.4835,   3.8268
1.8096,   6.1398,   -0.9689
0.3345,   2.7521,   2.4610
0.5041,   7.8312,   4.0639
0.5866,   7.5127,   -0.0762
1.4760,   8.0855,   -1.5132
1.8354,   9.2311,   0.2617
1.7295,   10.4269,   3.0865
-0.4494,   8.6874,   -4.9564
1.5474,   8.9280,   -5.6667
0.5882,   6.7245,   2.7565
1.0191,   9.2559,   5.7067
0.9055,   8.9265,   2.0929
1.0184,   8.5195,   6.0745
2.4345,   6.8462,   1.1964
0.3384,   10.8567,   3.0899
2.4770,   8.7616,   1.5922
1.1655,   9.1118,   4.8573
0.1019,   5.9654,   2.5579
1.2683,   8.1605,   3.3325
2.3990,   6.5351,   0.6744
0.9911,   6.5266,   -3.5006
1.2730,   7.3044,   5.0838
1.3163,   7.8978,   0.8133
0.4077,   8.3188,   0.0338
0.9587,   8.8436,   -1.2716
0.5176,   12.1589,   -5.0927
0.7005,   8.8729,   3.0997
1.4056,   7.7527,   -3.3283
1.6107,   6.5522,   7.1005
1.4846,   5.9528,   1.2822
1.9071,   8.9928,   5.4917
0.2316,   5.3670,   2.3187
1.0773,   9.8744,   3.6723
2.4441,   10.3722,   0.1426
3.1467,   4.7242,   1.0733
0.5113,   8.2533,   3.0514
0.2538,   6.4598,   6.0920
0.6148,   4.5557,   1.3921
2.2918,   10.0266,   -0.7675
2.5395,   10.9661,   2.8527
0.3236,   9.8452,   -1.4261
0.5938,   8.6605,   2.9648
1.0604,   9.5123,   -1.1919
1.9641,   6.6904,   5.6742
-0.0187,   9.1324,   6.9810
1.9985,   8.4442,   0.0873
1.0212,   9.0487,   -0.1053
-1.0995,   8.8383,   2.3607
-0.4912,   5.6185,   6.3831
0.1948,   8.3210,   1.0988
2.7071,   6.9934,   -1.1028
1.4502,   7.9880,   5.4914
0.9811,   7.8462,   3.1849
0.1841,   11.2863,   0.7363
0.0100,   3.6501,   -2.9321
0.9449,   5.1404,   5.5475
0.7701,   3.1703,   7.1162
1.5878,   7.8380,   2.5115
1.0266,   9.5789,   11.4366
-0.7595,   6.3459,   -2.0902
-0.9015,   6.2948,   -2.3079
1.3630,   6.9730,   1.8536
2.5505,   3.4912,   3.2773
2.7225,   10.5253,   1.9199
0.2481,   5.6986,   1.9116
0.0419,   8.5199,   6.7717
1.5261,   4.2977,   5.6188
0.2188,   9.4919,   2.3570
0.2414,   10.9207,   -0.2097
0.8804,   11.8738,   4.8126
1.0905,   7.2140,   -4.2157
-0.4156,   9.1727,   2.5051
0.6935,   9.6901,   1.7778
1.0271,   4.7177,   5.2125
1.5623,   6.4346,   3.2296
0.0296,   4.5015,   6.6800
1.8880,   5.0043,   -3.7319
2.7929,   7.6332,   4.5069
1.2204,   9.5969,   3.1443
1.7889,   9.9189,   7.1297
1.7799,   9.7727,   2.3048
-0.3639,   7.6457,   2.2607
0.9876,   9.8012,   3.2538
1.4502,   9.3731,   0.1942
3.4338,   7.8805,   3.1022
2.1956,   9.4854,   1.9931
0.2314,   12.1119,   2.5686
0.8981,   4.8052,   5.0113
-1.4426,   7.3324,   2.2527
0.6692,   14.6873,   -2.8818
2.0858,   7.2694,   1.3311
1.3012,   8.7288,   -2.8524
-1.4419,   8.6407,   2.3113
0.8943,   9.3470,   2.5673
-2.0321,   9.4543,   3.0542
3.7337,   7.4114,   -0.4207
0.6598,   9.7529,   1.8412
1.1003,   7.6424,   0.1850
0.4919,   8.1967,   -0.4948
-0.9258,   7.3894,   2.7808
2.7931,   6.9010,   -2.4399
-0.1945,   8.8068,   3.8587
1.0870,   9.3648,   3.6806
-0.0069,   10.1470,   1.7278
0.8029,   5.2577,   0.0168
1.5612,   12.6844,   1.0295
-0.0275,   10.3885,   6.8219
1.2234,   10.7264,   4.3013
-0.5699,   6.5015,   8.1433
0.6727,   8.2454,   -2.8189
1.2354,   8.5998,   4.3829
2.4664,   6.4459,   1.8629
2.0696,   5.2945,   -1.3067
1.0848,   5.9344,   -0.0420
2.2049,   9.5861,   6.1453
0.9072,   7.8629,   -2.8634
0.9027,   7.8205,   0.6385
1.2960,   10.1470,   6.7235
0.8655,   9.7160,   0.7622
1.5173,   11.3382,   4.7531
0.2380,   10.3164,   2.8272
0.5131,   6.6007,   5.7058
-1.3006,   9.8235,   1.7815
2.9451,   7.4705,   0.7614
1.1339,   7.7056,   -1.7748
-0.1963,   6.3942,   1.0251
3.1463,   11.0564,   2.0635
0.2052,   7.2530,   -0.1498
-0.1434,   7.7914,   2.7691
1.6249,   10.2768,   2.7476
1.6932,   10.8333,   -2.9000
0.1429,   9.3411,   -1.5054
1.4541,   5.4075,   1.6186
1.9262,   5.7002,   4.3745
2.8101,   8.3677,   -2.2084
0.3063,   8.3694,   -1.0076
-0.1719,   7.9925,   0.9304
0.7440,   5.5684,   -1.9587
2.9376,   12.1573,   -1.1353
0.8085,   9.4190,   5.0512
0.1912,   5.4699,   -1.0093
0.8025,   7.9692,   -0.0286
1.9590,   9.0649,   4.0453
0.9877,   7.4051,   2.8820
1.2535,   9.6177,   -0.1167
2.7241,   8.0929,   3.2841
0.5953,   6.0152,   3.3236
1.0012,   10.4692,   5.2205
1.6265,   6.9733,   -1.5211
0.3408,   6.2904,   2.6492
1.8583,   10.3024,   0.7922
-1.0838,   12.9220,   4.8159
1.0621,   8.3606,   5.8276
1.6245,   7.6154,   2.0487
1.4917,   6.4372,   0.3485
-0.9754,   8.8420,   0.4543
1.1463,   8.7996,   -3.3514
0.6788,   9.6923,   1.4062
0.4193,   11.1707,   -0.0768
1.2096,   7.8104,   -1.5069
0.8346,   8.0968,   -0.6498
1.4323,   9.0543,   1.7360
1.7430,   7.5666,   1.1631
1.3606,   11.0667,   6.5431
1.7961,   6.7854,   1.2126
-0.4852,   10.6468,   -0.1056
-0.1460,   8.0242,   3.9970
1.1696,   4.9083,   -1.1386
-0.5647,   6.7240,   -1.0255
1.4711,   6.6666,   3.4295
-0.6520,   7.0642,   4.5802
2.9826,   9.6331,   3.0786
1.9598,   6.0800,   0.4345
0.6970,   6.6906,   4.6129
0.8032,   10.1814,   -2.6913
-0.1181,   7.3786,   0.0223
2.5822,   9.5563,   4.9818
1.2974,   7.6452,   3.4775
0.4399,   9.2024,   -4.3600
2.4880,   9.7890,   -1.3463
3.4887,   6.5571,   -1.4038
-0.2228,   7.1521,   0.0723
2.2362,   6.6433,   2.3633
2.7872,   10.0361,   -1.9400
0.3490,   7.4937,   2.4634
2.6860,   5.4560,   1.5410
0.9139,   3.3570,   4.4933
1.5174,   7.6607,   2.2255
1.1296,   6.4391,   5.4654
0.5734,   7.5959,   0.9531
2.3329,   7.6418,   3.3683
-0.1832,   8.0408,   -4.5815
2.2296,   6.7537,   1.2037
0.8678,   10.1459,   0.4706
2.0645,   7.5567,   1.2909
-0.6888,   6.9109,   1.9575
1.9657,   9.2645,   3.4624
2.0172,   7.8130,   0.4899
2.1989,   8.6331,   5.6036
-0.5608,   5.9961,   -0.5865
2.1376,   6.3162,   -3.2901
0.8245,   7.4718,   4.7444
1.1952,   4.7802,   1.5675
1.3054,   7.3047,   3.3435
0.8585,   10.6185,   2.3622
-0.1541,   6.9019,   4.2243
1.6579,   10.3029,   2.1561
1.2910,   8.4096,   -0.0309
2.5828,   8.2913,   4.7564
1.3111,   8.7669,   1.5174
-0.5506,   8.4103,   0.4585
2.4068,   6.6576,   6.6037
-0.3523,   11.8363,   2.1209
2.1669,   7.8941,   -3.2725
1.7491,   4.6414,   4.1789
-0.6138,   6.8981,   -3.1318
0.5412,   10.9161,   4.4768
2.8422,   7.3427,   2.8849
3.9497,   8.1396,   5.6332
1.9007,   7.5179,   2.5967
0.9597,   7.1028,   -0.4077
1.4944,   9.9813,   2.4270
0.3505,   10.1454,   -1.3099
-0.2250,   6.8370,   2.6685
-0.6029,   8.2334,   2.6343
2.4088,   8.6034,   -1.2532
-1.2447,   9.8025,   -1.5760
2.2035,   6.7364,   -0.2518
-0.1028,   9.1800,   6.2556
0.4926,   6.6453,   -0.8402
-0.1813,   9.3900,   -4.8737
1.5544,   9.7184,   2.7089
3.0866,   6.1400,   1.4578
0.6535,   8.1943,   -2.1041
2.0996,   5.2104,   -0.2001
0.9085,   9.0955,   3.3900
0.4344,   7.3222,   -3.1133
1.4570,   7.2888,   6.1737
1.4146,   3.7118,   8.9975
-0.1811,   8.1721,   3.0024
0.7719,   7.9568,   3.7022
2.8763,   6.6871,   2.7888
0.4208,   9.0353,   -2.9996
1.7455,   6.3823,   4.8260
0.4805,   7.5678,   2.6810
0.7230,   10.2404,   -1.0244
0.4597,   8.6514,   4.0324
1.8905,   9.7503,   2.0982
1.0043,   7.3312,   2.6269
0.5164,   6.9575,   -2.4252
0.3506,   10.0288,   -2.1351
1.4448,   10.3091,   -1.9813
-0.4822,   11.0409,   3.5539
1.1856,   6.3822,   0.4084
0.9915,   6.1549,   3.0555
0.9730,   7.1008,   2.2146
-0.3606,   5.9115,   2.9077
-0.3442,   9.2555,   1.9339
-0.5716,   10.9183,   0.3456
1.3949,   7.7214,   -2.1221
1.0309,   6.4305,   -2.4640
1.7518,   8.2841,   4.8101
-0.4037,   8.3833,   -0.3883
1.4965,   12.0575,   4.4407
2.0748,   11.3554,   1.1455
-0.0058,   8.8776,   2.4262
0.7794,   5.8232,   4.8568
-0.7379,   8.0955,   2.6054
1.0766,   9.9970,   0.5574
1.3137,   7.0929,   0.4203
1.3301,   7.7386,   3.5379
1.8401,   9.1199,   -0.0336
0.5861,   8.0930,   0.8905
2.2904,   9.8015,   -2.1639
-0.2897,   10.6647,   4.4492
2.0613,   5.2217,   -0.1536
2.5528,   6.9661,   0.3625
0.8908,   7.8237,   5.8700
0.7187,   7.3350,   3.6720
1.3650,   4.3543,   -1.7689
1.4394,   6.6943,   3.8076
0.3961,   10.8138,   4.3097
1.5666,   9.9965,   3.9932
0.1294,   8.5619,   -1.6255
1.3640,   7.1830,   2.9956
0.7462,   10.1571,   -1.7550
-1.2330,   6.7974,   0.0391
2.1332,   9.9642,   -3.4062
1.1980,   4.9815,   0.4030
1.4082,   6.9435,   4.9660
1.0770,   7.0326,   5.6410
1.9968,   8.4321,   1.4820
2.0744,   10.6117,   -2.4331
-0.4670,   6.9440,   3.8472
0.1291,   6.3497,   1.4262
-0.0457,   8.3367,   0.4400
1.7118,   10.0158,   -1.3729
-0.4637,   7.7505,   3.2102
0.6709,   6.7873,   -1.7791
-0.5292,   10.5995,   2.4240
1.9309,   8.2936,   1.9281
1.2653,   7.3036,   0.6925
-0.3216,   11.2062,   -2.9474
1.5023,   14.4511,   2.4874
2.1189,   7.3106,   -2.1488
1.1670,   6.6818,   5.3713
1.0260,   7.4267,   1.1586
0.9480,   10.0551,   -0.8504
0.9381,   6.1069,   -0.6766
0.1270,   7.8400,   -2.7668
1.1929,   5.3192,   -0.3829
2.3249,   8.7159,   4.9114
1.7534,   8.1430,   0.5100
0.3600,   6.4290,   0.8936
1.0023,   12.9929,   0.5523
-1.1283,   7.0187,   -0.6994
-0.8561,   7.3667,   1.7979
1.7638,   8.1837,   5.6931
2.1380,   7.9178,   -2.8218
2.9378,   8.6372,   3.6807
0.8701,   8.1352,   4.0456
0.2284,   8.5788,   0.4962
2.0712,   7.9294,   -1.1785
1.3372,   8.8614,   2.2857
0.3962,   7.0902,   1.3441
0.1932,   6.9916,   3.3026
0.0395,   7.2392,   5.4489
0.5473,   7.7319,   5.5352
0.1369,   9.6373,   2.5635
-0.0159,   7.1049,   4.5800
1.8441,   7.4641,   -2.9156
0.8319,   8.6058,   0.3314
1.6910,   4.1851,   2.5307
1.1927,   8.0943,   6.9222
0.4335,   7.0282,   -0.3836
1.8779,   10.7554,   1.1745
0.4185,   8.0353,   2.7397
1.9282,   5.5686,   -6.9988
1.2270,   9.8795,   1.1836
1.7748,   10.3081,   4.9604
1.3470,   9.1594,   3.6081
1.5099,   6.3133,   1.9828
1.5593,   4.9779,   -1.9301
-1.2135,   5.7067,   -1.6467
0.9795,   6.2271,   1.6593
2.2850,   6.5441,   -3.7508
3.3454,   4.8556,   3.6792
2.7919,   8.5605,   5.9721
2.1770,   7.2937,   5.5175
0.1371,   7.0847,   0.3601
0.0182,   12.2717,   2.4041
1.4889,   4.0448,   5.2436
2.1709,   7.3281,   7.3447
2.4958,   10.0555,   -3.2997
1.7903,   7.3836,   5.0624
0.3550,   7.9489,   0.9961
3.4396,   6.5530,   0.2940
0.0279,   8.3868,   0.3020
1.8724,   7.5325,   6.9623
1.9751,   4.6976,   3.9764
-1.1670,   7.2139,   7.8967
1.4233,   5.3231,   0.3889
1.0280,   8.1519,   1.5516
0.4261,   9.5305,   1.2446
-0.1420,   8.6299,   -4.7378
2.3651,   10.6336,   -0.6987
-0.1373,   6.9894,   4.8279
1.0875,   8.2990,   3.4204
1.8244,   5.2533,   5.6805
0.7243,   9.7377,   4.8535
-0.7069,   8.4250,   2.1857
3.5587,   11.1194,   -0.8736
1.6424,   9.7320,   2.1296
0.0036,   7.8279,   7.2098
0.3268,   5.5877,   0.2770
1.0733,   8.4026,   2.8056
0.9074,   4.2229,   1.3620
0.7079,   9.2008,   2.9233
1.2002,   6.3474,   2.1482
2.0540,   9.0863,   1.1711
2.3849,   5.6800,   0.4392
1.1658,   1.7729,   1.8442
1.2953,   7.1641,   0.0618
0.5608,   8.3652,   4.8556
0.6669,   5.6918,   3.5341
1.6199,   11.7981,   4.6518
1.0267,   9.4156,   -0.4760
2.0671,   5.5949,   2.4695
1.3659,   9.2175,   2.5037
1.3277,   8.7396,   -1.5431
1.9702,   7.0329,   -0.4156
1.3962,   11.6534,   0.0148
2.1780,   3.7975,   1.5220
2.5818,   5.0817,   4.0147
2.3505,   3.7756,   3.2888
2.4647,   4.7873,   4.6233
0.0877,   8.3670,   -0.4241
0.8349,   9.8159,   2.2131
0.7892,   10.0469,   3.9192
0.8570,   11.5390,   -1.1031
-0.9654,   8.0224,   -3.1730
0.2880,   7.4736,   -0.9036
0.6635,   7.4779,   5.6827
1.4026,   8.9016,   3.2963
1.1027,   6.3270,   3.0698
2.0254,   3.9267,   -2.6478
1.6491,   6.2905,   2.9330
2.3680,   7.8794,   5.8163
0.8099,   5.4347,   7.8235
0.9236,   7.4012,   0.0744
1.7695,   7.2722,   -1.2267
2.2389,   10.9320,   -1.3016
0.2506,   10.4009,   0.7463
-0.6643,   7.5636,   1.2691
1.0241,   10.3747,   1.2518
0.6570,   8.5870,   6.0729
1.4628,   7.5608,   6.7540
-0.4251,   8.1608,   1.2216
2.3147,   8.7122,   5.7958
2.2490,   8.5733,   1.9248
1.2978,   7.9075,   -1.1020
-1.1593,   6.0317,   1.6495
1.5667,   7.4659,   3.4693
2.1745,   11.8597,   5.1453
0.7404,   8.8610,   1.2830
0.0916,   9.6846,   -4.2258
1.3712,   9.3432,   3.9154
2.9302,   8.7584,   0.5197
0.9710,   7.1693,   -3.4374
-0.2617,   4.8525,   -3.3761
2.1176,   8.1485,   3.2463
1.5893,   7.4172,   1.1051
1.9636,   8.8317,   -3.3461
1.9739,   8.8231,   -5.3624
1.5849,   5.0221,   -0.4363
1.6277,   5.2155,   0.7371
-0.9105,   5.4055,   0.6624
1.8813,   8.6082,   1.3496
2.9003,   7.1511,   4.3926
-0.5046,   8.7635,   -2.5733
-0.0547,   8.5150,   -0.7061
0.5474,   7.3378,   0.8806
1.1661,   11.9384,   -4.5673
-0.5806,   5.6905,   3.7448
1.3740,   9.6523,   3.7687
-0.5679,   5.9923,   1.1518
1.8440,   7.2568,   1.4044
1.4246,   8.3495,   -0.2942
-0.0188,   7.1907,   2.1587
0.7760,   5.6398,   3.4894
2.1494,   9.7464,   3.0175
0.9692,   3.6833,   -0.3445
1.1068,   9.9553,   -0.2763
1.7091,   9.5985,   -3.2952
1.7256,   7.2198,   -0.7714
1.9009,   12.0667,   3.4398
2.2521,   8.4148,   1.7073
-0.2323,   10.7704,   2.6893
0.2537,   7.0429,   4.2001
2.1625,   10.6451,   1.7228
1.0913,   9.6222,   4.6028
0.9023,   8.3789,   2.8454
1.6124,   10.9274,   -0.4503
0.4995,   13.0454,   7.4753
0.4187,   6.5155,   0.7611
2.0911,   9.1394,   3.7945
0.4935,   8.6400,   0.9115
0.6420,   10.4177,   -2.8110
0.9390,   6.9862,   7.2901
0.7524,   5.8192,   6.0392
0.2425,   9.7934,   3.7071
0.8027,   8.5509,   -0.5266
1.6370,   4.6282,   3.6911
0.5357,   7.5376,   -7.2202
0.8708,   5.9657,   4.9021
0.0633,   8.6473,   -1.5910
2.1758,   7.9015,   -1.8593
0.8069,   8.4392,   3.1030
1.1352,   9.1928,   6.4452
2.0211,   4.0221,   -6.1007
1.2631,   9.7730,   1.1057
1.7932,   6.8099,   -0.9999
0.0666,   8.1436,   0.2456
1.2017,   7.7346,   8.4921
0.2009,   9.2800,   -0.2636
1.0459,   6.5665,   3.1286
1.2697,   8.3563,   4.5700
1.6917,   7.1098,   2.9495
0.3792,   12.1664,   2.9117
0.0578,   12.6401,   1.2543
0.6586,   6.5514,   -0.6127
1.5231,   7.6167,   0.5875
1.9489,   11.2772,   4.6110
-0.1394,   6.0547,   1.6988
0.4517,   7.0540,   3.1994
1.3297,   6.7146,   -1.6865
1.4944,   8.3381,   6.6713
1.9724,   5.7432,   5.1752
1.8010,   8.2924,   2.0501
1.3310,   13.3954,   3.2511
1.2481,   6.2742,   -2.0197
1.0156,   11.6267,   -1.7228
3.1066,   6.6476,   0.3536
2.9073,   10.1355,   0.4452
0.6713,   6.2734,   2.8265
-0.0452,   9.6751,   2.3419
1.4365,   5.7046,   2.0240
1.1501,   5.7486,   0.7362
0.6824,   10.8046,   3.9341
0.4492,   9.8038,   -1.4079
0.1999,   7.0280,   -0.1831
-0.1856,   6.9512,   1.0830
0.9158,   8.4917,   4.6749
1.2382,   7.0329,   -0.3026
-0.3125,   6.1163,   0.3806
-0.0717,   4.2453,   1.6458
1.3539,   6.7190,   2.5163
0.9767,   9.5316,   0.1822
2.0783,   7.5910,   2.8195
0.5405,   11.0938,   4.4196
1.0505,   10.6590,   3.1207
0.9611,   3.2896,   -0.8464
1.5977,   9.3025,   -0.0673
0.4462,   7.6881,   3.1905
2.8171,   8.9711,   3.1291
2.4868,   8.2233,   2.2258
-0.5521,   7.4598,   4.8516
1.8758,   6.7379,   7.3278
0.1763,   7.3322,   4.5539
2.0686,   6.1854,   -0.3781
1.6394,   6.9607,   -1.3496
0.4231,   7.1034,   3.2278
1.2289,   10.1590,   -1.4736
2.5231,   11.2411,   1.1010
0.4508,   9.3105,   1.4239
2.9839,   2.8330,   -1.5905
0.6455,   8.7778,   0.6723
0.8055,   5.9655,   2.3323
0.6050,   6.3368,   1.7005
1.7963,   6.4577,   2.4637
0.6044,   10.6585,   6.6675
1.6107,   9.4669,   -3.6865
3.0477,   6.0771,   1.0931
1.6189,   10.8409,   3.9203
0.2643,   11.9303,   4.9588
2.0859,   9.2614,   -2.0709
2.0349,   9.2215,   -7.3987
0.6611,   9.5841,   1.1111
0.6940,   9.1592,   5.9866
1.5721,   4.4546,   2.5217
2.8526,   7.1630,   0.5087
-1.0478,   6.2652,   5.5774
-0.3955,   7.4515,   -1.2087
1.7675,   9.3739,   1.0559
1.3187,   7.6941,   2.0824
2.0047,   10.1623,   2.6263
0.4112,   8.1740,   4.1355
1.3951,   8.3313,   4.9838
0.9351,   10.2986,   4.2106
1.1971,   11.7952,   1.5312
2.5828,   10.4544,   0.5741
0.8237,   9.8528,   1.3985
1.3451,   8.8588,   4.5275
0.6718,   5.9697,   3.1735
-1.3272,   7.8695,   3.1051
-0.0400,   4.4342,   -1.5058
2.0000,   6.8836,   2.9884
0.2133,   9.5537,   -3.8575
1.1810,   6.1095,   2.2239
0.7313,   9.6023,   3.2351
2.8723,   8.3853,   3.5080
0.1724,   10.0558,   3.6645
2.2199,   7.0067,   3.6984
0.2185,   7.8515,   2.0858
1.2856,   6.8384,   2.7469
0.9139,   9.8779,   5.9881
1.2179,   8.3783,   6.1652
1.2124,   8.3811,   5.6579
0.3347,   8.5528,   -1.1345
0.8393,   8.0385,   3.4858
2.3326,   9.3993,   -1.2011
1.7287,   5.6218,   1.1448
